# Consolidated USD->INR SBI TT rates. source=SBI_TTBUY is authoritative (sahilgupta/sbi-fx-ratekeeper).
# xls_mid-0.425 / ECB-0.39 are pre-2020 or SBI-outage ESTIMATES (tt_sell = tt_buy + 0.85 fixed spread). Use exact SBI PDF for filing.
date,tt_buy,tt_sell,source
2020-12-28,73.10,73.95,SBI_TTBUY
2020-12-29,73.05,73.90,SBI_TTBUY
2020-12-30,72.97,73.82,SBI_TTBUY
2020-12-31,72.79,73.64,SBI_TTBUY
2021-01-04,72.63,73.48,ECB-0.39
2021-01-05,72.85,73.70,ECB-0.39
2021-01-06,72.80,73.65,SBI_TTBUY
2021-01-07,72.72,73.57,SBI_TTBUY
2021-01-08,72.98,73.83,SBI_TTBUY
2021-01-11,73.02,73.87,SBI_TTBUY
2021-01-12,73.01,73.86,SBI_TTBUY
2021-01-13,72.77,73.62,SBI_TTBUY
2021-01-14,72.79,73.64,SBI_TTBUY
2021-01-15,72.67,73.52,SBI_TTBUY
2021-01-18,72.81,73.66,SBI_TTBUY
2021-01-19,72.77,73.62,SBI_TTBUY
2021-01-20,72.70,73.55,SBI_TTBUY
2021-01-21,72.53,73.38,SBI_TTBUY
2021-01-22,72.63,73.48,SBI_TTBUY
2021-01-25,72.57,73.42,SBI_TTBUY
2021-01-28,72.70,73.55,SBI_TTBUY
2021-01-29,72.58,73.43,SBI_TTBUY
2021-02-01,72.48,73.33,SBI_TTBUY
2021-02-02,72.68,73.53,SBI_TTBUY
2021-02-03,72.58,73.43,SBI_TTBUY
2021-02-04,72.52,73.37,SBI_TTBUY
2021-02-05,72.60,73.45,SBI_TTBUY
2021-02-10,72.48,73.33,SBI_TTBUY
2021-02-11,72.39,73.24,ECB-0.39
2021-02-12,72.19,73.04,ECB-0.39
2021-02-15,72.22,73.07,ECB-0.39
2021-02-16,72.43,73.28,ECB-0.39
2021-02-17,72.52,73.37,SBI_TTBUY
2021-02-18,72.30,73.15,SBI_TTBUY
2021-02-22,71.95,72.80,SBI_TTBUY
2021-02-23,72.00,72.85,SBI_TTBUY
2021-02-24,71.96,72.81,SBI_TTBUY
2021-02-25,71.93,72.78,SBI_TTBUY
2021-02-26,73.20,74.05,SBI_TTBUY
2021-03-01,73.26,74.11,SBI_TTBUY
2021-03-02,73.04,73.89,SBI_TTBUY
2021-03-03,72.65,73.50,SBI_TTBUY
2021-03-04,72.40,73.25,SBI_TTBUY
2021-03-05,72.50,73.35,SBI_TTBUY
2021-03-08,72.80,73.65,SBI_TTBUY
2021-03-09,72.60,73.45,SBI_TTBUY
2021-03-10,72.54,73.39,SBI_TTBUY
2021-03-12,72.32,73.17,SBI_TTBUY
2021-03-15,72.32,73.17,SBI_TTBUY
2021-03-16,72.09,72.94,SBI_TTBUY
2021-03-17,72.13,72.98,SBI_TTBUY
2021-03-18,72.03,72.88,SBI_TTBUY
2021-03-19,72.10,72.95,SBI_TTBUY
2021-03-23,71.95,72.80,SBI_TTBUY
2021-03-24,72.14,72.99,SBI_TTBUY
2021-03-25,72.25,73.10,SBI_TTBUY
2021-03-26,72.13,72.98,SBI_TTBUY
2021-03-30,72.90,73.75,SBI_TTBUY
2021-03-31,72.85,73.70,SBI_TTBUY
2021-04-01,73.02,73.87,ECB-0.39
2021-04-06,73.01,73.86,ECB-0.39
2021-04-07,73.35,74.20,SBI_TTBUY
2021-04-08,73.90,74.75,SBI_TTBUY
2021-04-09,74.35,75.20,SBI_TTBUY
2021-04-12,74.52,75.37,SBI_TTBUY
2021-04-15,74.85,75.70,SBI_TTBUY
2021-04-16,74.10,74.95,SBI_TTBUY
2021-04-19,74.28,75.13,SBI_TTBUY
2021-04-20,74.40,75.25,SBI_TTBUY
2021-04-22,74.90,75.75,SBI_TTBUY
2021-04-23,74.40,75.25,SBI_TTBUY
2021-04-26,74.40,75.25,SBI_TTBUY
2021-04-27,74.30,75.15,SBI_TTBUY
2021-04-28,74.15,75.00,SBI_TTBUY
2021-04-29,73.70,74.55,SBI_TTBUY
2021-04-30,73.75,74.60,SBI_TTBUY
2021-05-03,73.60,74.45,SBI_TTBUY
2021-05-04,73.52,74.37,SBI_TTBUY
2021-05-05,73.45,74.30,SBI_TTBUY
2021-05-07,73.20,74.05,SBI_TTBUY
2021-05-10,72.93,73.78,SBI_TTBUY
2021-05-11,73.08,73.93,SBI_TTBUY
2021-05-12,73.08,73.93,SBI_TTBUY
2021-05-14,73.04,73.89,SBI_TTBUY
2021-05-17,72.90,73.75,SBI_TTBUY
2021-05-18,72.60,73.45,SBI_TTBUY
2021-05-20,72.78,73.63,SBI_TTBUY
2021-05-21,72.62,73.47,SBI_TTBUY
2021-05-24,72.43,73.28,SBI_TTBUY
2021-05-25,72.45,73.30,SBI_TTBUY
2021-05-27,72.35,73.20,SBI_TTBUY
2021-05-28,72.13,72.98,SBI_TTBUY
2021-05-31,72.00,72.85,SBI_TTBUY
2021-06-02,72.85,73.70,SBI_TTBUY
2021-06-03,72.67,73.52,SBI_TTBUY
2021-06-04,72.65,73.50,SBI_TTBUY
2021-06-07,72.50,73.35,SBI_TTBUY
2021-06-08,72.40,73.25,SBI_TTBUY
2021-06-10,72.59,73.44,SBI_TTBUY
2021-06-11,72.55,73.40,SBI_TTBUY
2021-06-14,72.84,73.69,SBI_TTBUY
2021-06-15,72.80,73.65,SBI_TTBUY
2021-06-17,73.25,74.10,SBI_TTBUY
2021-06-21,73.85,74.70,SBI_TTBUY
2021-06-22,73.95,74.80,SBI_TTBUY
2021-06-23,73.95,74.80,SBI_TTBUY
2021-06-24,73.85,74.70,SBI_TTBUY
2021-06-25,73.77,74.62,SBI_TTBUY
2021-06-28,73.84,74.69,SBI_TTBUY
2021-06-29,73.85,74.70,SBI_TTBUY
2021-06-30,73.85,74.70,SBI_TTBUY
2021-07-01,74.00,74.85,SBI_TTBUY
2021-07-02,74.20,75.05,SBI_TTBUY
2021-07-05,74.10,74.95,SBI_TTBUY
2021-07-06,74.15,75.00,SBI_TTBUY
2021-07-08,74.40,75.25,SBI_TTBUY
2021-07-12,74.10,74.95,SBI_TTBUY
2021-07-14,74.15,75.00,SBI_TTBUY
2021-07-15,74.10,74.95,SBI_TTBUY
2021-07-19,74.35,75.20,SBI_TTBUY
2021-07-20,74.50,75.35,SBI_TTBUY
2021-07-22,74.05,74.90,SBI_TTBUY
2021-07-23,74.10,74.95,SBI_TTBUY
2021-07-26,74.08,74.93,SBI_TTBUY
2021-07-27,74.05,74.90,ECB-0.39
2021-07-28,74.00,74.85,ECB-0.39
2021-07-29,73.87,74.72,ECB-0.39
2021-07-30,73.94,74.79,ECB-0.39
2021-08-02,73.98,74.83,ECB-0.39
2021-08-03,73.84,74.69,ECB-0.39
2021-08-04,73.77,74.62,ECB-0.39
2021-08-05,73.73,74.58,ECB-0.39
2021-08-06,73.72,74.57,ECB-0.39
2021-08-09,73.86,74.71,ECB-0.39
2021-08-10,73.99,74.84,ECB-0.39
2021-08-11,73.99,74.84,ECB-0.39
2021-08-12,73.82,74.67,ECB-0.39
2021-08-13,73.87,74.72,ECB-0.39
2021-08-16,73.83,74.68,ECB-0.39
2021-08-17,73.92,74.77,ECB-0.39
2021-08-18,73.93,74.78,SBI_TTBUY
2021-08-20,73.97,74.82,SBI_TTBUY
2021-08-23,73.87,74.72,SBI_TTBUY
2021-08-24,73.73,74.58,SBI_TTBUY
2021-08-25,73.78,74.63,SBI_TTBUY
2021-08-26,73.82,74.67,SBI_TTBUY
2021-08-27,73.78,74.63,SBI_TTBUY
2021-08-31,72.85,73.70,SBI_TTBUY
2021-09-02,72.64,73.49,SBI_TTBUY
2021-09-03,72.68,73.53,SBI_TTBUY
2021-09-06,72.70,73.55,ECB-0.39
2021-09-07,73.08,73.93,ECB-0.39
2021-09-08,73.18,74.03,ECB-0.39
2021-09-09,73.35,74.20,SBI_TTBUY
2021-09-13,73.22,74.07,SBI_TTBUY
2021-09-14,73.28,74.13,ECB-0.39
2021-09-15,73.07,73.92,ECB-0.39
2021-09-16,73.12,73.97,ECB-0.39
2021-09-17,73.10,73.95,SBI_TTBUY
2021-09-20,73.40,74.25,SBI_TTBUY
2021-09-21,73.20,74.05,SBI_TTBUY
2021-09-22,73.30,74.15,SBI_TTBUY
2021-09-23,73.40,74.25,SBI_TTBUY
2021-09-27,73.32,74.17,SBI_TTBUY
2021-09-29,73.79,74.64,SBI_TTBUY
2021-09-30,73.85,74.70,SBI_TTBUY
2021-10-01,73.90,74.75,SBI_TTBUY
2021-10-04,73.76,74.61,SBI_TTBUY
2021-10-05,74.20,75.05,SBI_TTBUY
2021-10-06,74.18,75.03,SBI_TTBUY
2021-10-07,74.40,75.25,SBI_TTBUY
2021-10-08,74.15,75.65,SBI_TTBUY
2021-10-11,74.90,75.75,SBI_TTBUY
2021-10-12,74.80,75.65,SBI_TTBUY
2021-10-13,74.98,75.83,SBI_TTBUY
2021-10-14,74.88,75.73,SBI_TTBUY
2021-10-15,74.57,75.42,ECB-0.39
2021-10-18,74.94,75.79,ECB-0.39
2021-10-19,74.69,75.54,ECB-0.39
2021-10-20,74.75,75.60,SBI_TTBUY
2021-10-21,74.48,75.33,SBI_TTBUY
2021-10-22,74.45,75.30,SBI_TTBUY
2021-10-25,74.55,75.40,SBI_TTBUY
2021-10-26,74.65,75.50,SBI_TTBUY
2021-10-27,74.60,75.45,SBI_TTBUY
2021-10-28,74.50,75.35,SBI_TTBUY
2021-10-29,74.40,75.25,SBI_TTBUY
2021-11-01,74.55,75.40,SBI_TTBUY
2021-11-02,74.45,75.30,SBI_TTBUY
2021-11-03,74.25,75.10,SBI_TTBUY
2021-11-08,73.65,74.50,SBI_TTBUY
2021-11-09,73.55,74.40,SBI_TTBUY
2021-11-10,73.75,74.60,SBI_TTBUY
2021-11-11,74.05,74.90,SBI_TTBUY
2021-11-12,73.98,74.83,SBI_TTBUY
2021-11-15,73.98,74.83,SBI_TTBUY
2021-11-16,74.05,74.90,SBI_TTBUY
2021-11-18,73.80,74.65,SBI_TTBUY
2021-11-22,73.92,74.77,SBI_TTBUY
2021-11-24,74.12,74.97,SBI_TTBUY
2021-11-26,74.20,75.05,SBI_TTBUY
2021-11-29,74.50,75.35,SBI_TTBUY
2021-12-01,74.58,75.43,SBI_TTBUY
2021-12-03,74.60,75.45,SBI_TTBUY
2021-12-06,74.80,75.65,SBI_TTBUY
2021-12-07,74.92,75.77,SBI_TTBUY
2021-12-08,74.95,75.80,SBI_TTBUY
2021-12-09,75.05,75.90,SBI_TTBUY
2021-12-10,75.20,76.05,SBI_TTBUY
2021-12-14,75.45,76.30,SBI_TTBUY
2021-12-16,75.85,76.70,SBI_TTBUY
2021-12-17,75.79,76.64,SBI_TTBUY
2021-12-20,75.71,76.56,SBI_TTBUY
2021-12-21,75.35,76.20,SBI_TTBUY
2021-12-22,75.15,76.00,SBI_TTBUY
2021-12-23,75.05,75.90,SBI_TTBUY
2021-12-24,74.72,75.57,SBI_TTBUY
2021-12-27,74.72,75.57,SBI_TTBUY
2021-12-29,74.35,75.20,SBI_TTBUY
2021-12-30,74.15,75.00,SBI_TTBUY
2021-12-31,74.05,74.90,SBI_TTBUY
2022-01-03,73.99,74.84,SBI_TTBUY
2022-01-05,74.18,75.03,SBI_TTBUY
2022-01-06,74.08,74.93,SBI_TTBUY
2022-01-07,74.00,74.85,SBI_TTBUY
2022-01-10,73.76,74.61,SBI_TTBUY
2022-01-11,73.55,74.40,SBI_TTBUY
2022-01-12,73.38,74.23,SBI_TTBUY
2022-01-13,73.50,74.35,SBI_TTBUY
2022-01-14,73.60,74.45,SBI_TTBUY
2022-01-17,73.78,74.63,SBI_TTBUY
2022-01-18,73.95,74.80,SBI_TTBUY
2022-01-19,74.25,75.10,SBI_TTBUY
2022-01-21,74.12,74.97,SBI_TTBUY
2022-01-24,74.00,74.85,SBI_TTBUY
2022-01-25,74.22,75.07,SBI_TTBUY
2022-01-31,74.30,75.15,SBI_TTBUY
2022-02-01,74.20,75.05,SBI_TTBUY
2022-02-03,74.45,75.30,SBI_TTBUY
2022-02-04,74.32,75.17,SBI_TTBUY
2022-02-07,74.30,75.15,SBI_TTBUY
2022-02-09,74.30,75.15,SBI_TTBUY
2022-02-10,74.47,75.32,SBI_TTBUY
2022-02-11,75.05,75.90,SBI_TTBUY
2022-02-14,75.15,76.00,SBI_TTBUY
2022-02-15,75.20,76.05,SBI_TTBUY
2022-02-17,74.75,75.60,SBI_TTBUY
2022-02-18,74.70,75.55,SBI_TTBUY
2022-02-21,74.15,75.00,SBI_TTBUY
2022-02-22,74.35,75.20,SBI_TTBUY
2022-02-23,74.25,75.10,SBI_TTBUY
2022-02-24,74.95,75.80,SBI_TTBUY
2022-02-25,74.52,76.02,SBI_TTBUY
2022-02-28,74.95,75.80,SBI_TTBUY
2022-03-02,75.40,76.25,SBI_TTBUY
2022-03-03,75.35,76.20,SBI_TTBUY
2022-03-04,75.65,76.50,SBI_TTBUY
2022-03-07,76.56,77.41,SBI_TTBUY
2022-03-08,76.45,77.30,SBI_TTBUY
2022-03-09,76.50,77.35,SBI_TTBUY
2022-03-10,75.90,76.75,SBI_TTBUY
2022-03-11,76.20,77.05,SBI_TTBUY
2022-03-14,76.25,77.10,SBI_TTBUY
2022-03-15,76.00,76.85,SBI_TTBUY
2022-03-16,76.00,76.85,SBI_TTBUY
2022-03-17,75.60,76.45,SBI_TTBUY
2022-03-21,75.68,76.53,SBI_TTBUY
2022-03-22,75.80,76.65,SBI_TTBUY
2022-03-23,75.62,76.47,SBI_TTBUY
2022-03-24,75.98,76.83,SBI_TTBUY
2022-03-25,75.80,76.65,SBI_TTBUY
2022-03-28,75.80,76.65,SBI_TTBUY
2022-03-29,75.58,76.43,SBI_TTBUY
2022-03-30,75.23,76.08,SBI_TTBUY
2022-03-31,75.32,76.17,SBI_TTBUY
2022-04-04,75.20,76.05,SBI_TTBUY
2022-04-05,75.10,75.95,SBI_TTBUY
2022-04-06,75.10,75.95,SBI_TTBUY
2022-04-07,75.51,76.36,SBI_TTBUY
2022-04-08,75.50,76.35,SBI_TTBUY
2022-04-11,75.55,76.40,SBI_TTBUY
2022-04-12,75.65,76.50,SBI_TTBUY
2022-04-13,75.77,76.62,SBI_TTBUY
2022-04-18,76.00,76.85,SBI_TTBUY
2022-04-19,75.90,76.75,SBI_TTBUY
2022-04-21,75.85,76.70,SBI_TTBUY
2022-04-22,75.90,76.75,SBI_TTBUY
2022-04-25,76.20,77.05,SBI_TTBUY
2022-04-26,76.25,77.10,SBI_TTBUY
2022-04-27,76.25,77.10,SBI_TTBUY
2022-04-28,76.20,77.05,SBI_TTBUY
2022-04-29,76.00,76.85,SBI_TTBUY
2022-05-04,76.05,76.90,SBI_TTBUY
2022-05-05,75.75,76.60,SBI_TTBUY
2022-05-06,76.23,77.08,SBI_TTBUY
2022-05-09,77.00,77.85,SBI_TTBUY
2022-05-11,76.80,77.65,SBI_TTBUY
2022-05-12,77.10,77.95,SBI_TTBUY
2022-05-13,76.95,77.80,SBI_TTBUY
2022-05-17,77.20,78.05,SBI_TTBUY
2022-05-18,77.17,78.02,SBI_TTBUY
2022-05-19,77.30,78.15,SBI_TTBUY
2022-05-20,77.10,77.95,SBI_TTBUY
2022-05-23,77.20,78.05,SBI_TTBUY
2022-05-24,77.15,78.00,SBI_TTBUY
2022-05-25,77.15,78.00,SBI_TTBUY
2022-05-26,77.15,78.00,SBI_TTBUY
2022-05-27,77.20,78.05,SBI_TTBUY
2022-05-30,77.13,77.98,SBI_TTBUY
2022-05-31,77.25,78.10,SBI_TTBUY
2022-06-02,77.20,78.05,SBI_TTBUY
2022-06-03,77.05,77.90,SBI_TTBUY
2022-06-06,77.25,78.10,SBI_TTBUY
2022-06-07,77.33,78.18,SBI_TTBUY
2022-06-08,77.30,78.15,SBI_TTBUY
2022-06-09,77.35,78.20,SBI_TTBUY
2022-06-10,77.40,78.25,SBI_TTBUY
2022-06-13,77.78,78.63,SBI_TTBUY
2022-06-14,77.61,78.46,SBI_TTBUY
2022-06-15,77.60,78.45,SBI_TTBUY
2022-06-16,77.65,78.50,SBI_TTBUY
2022-06-17,77.65,78.50,SBI_TTBUY
2022-06-20,77.58,78.43,SBI_TTBUY
2022-06-21,77.60,78.45,SBI_TTBUY
2022-06-22,77.72,78.57,SBI_TTBUY
2022-06-23,77.85,78.70,SBI_TTBUY
2022-06-24,77.83,78.68,SBI_TTBUY
2022-06-27,77.83,78.68,SBI_TTBUY
2022-06-28,78.25,79.10,SBI_TTBUY
2022-06-29,78.45,79.30,SBI_TTBUY
2022-06-30,78.50,79.35,SBI_TTBUY
2022-07-01,78.60,79.45,SBI_TTBUY
2022-07-04,78.55,79.40,SBI_TTBUY
2022-07-05,78.60,79.45,SBI_TTBUY
2022-07-06,78.85,79.70,SBI_TTBUY
2022-07-07,78.80,79.65,SBI_TTBUY
2022-07-08,78.90,79.75,SBI_TTBUY
2022-07-11,78.90,79.75,SBI_TTBUY
2022-07-12,79.15,80.00,SBI_TTBUY
2022-07-13,79.15,80.00,SBI_TTBUY
2022-07-14,79.35,80.20,SBI_TTBUY
2022-07-15,79.55,80.40,SBI_TTBUY
2022-07-18,79.40,80.25,SBI_TTBUY
2022-07-19,79.55,80.40,SBI_TTBUY
2022-07-20,79.54,80.39,SBI_TTBUY
2022-07-21,79.61,80.46,SBI_TTBUY
2022-07-22,79.48,80.33,SBI_TTBUY
2022-07-25,79.45,80.30,SBI_TTBUY
2022-07-26,79.33,80.18,SBI_TTBUY
2022-07-27,79.42,80.27,SBI_TTBUY
2022-07-29,78.85,79.70,SBI_TTBUY
2022-08-02,78.25,79.10,SBI_TTBUY
2022-08-03,78.55,79.40,SBI_TTBUY
2022-08-04,79.25,80.10,SBI_TTBUY
2022-08-05,78.85,79.70,SBI_TTBUY
2022-08-10,79.18,80.03,SBI_TTBUY
2022-08-11,79.05,79.90,SBI_TTBUY
2022-08-17,78.86,79.71,SBI_TTBUY
2022-08-18,79.20,80.05,SBI_TTBUY
2022-08-19,79.35,80.20,SBI_TTBUY
2022-08-22,79.45,80.30,SBI_TTBUY
2022-08-23,79.44,80.29,SBI_TTBUY
2022-08-24,79.45,80.30,SBI_TTBUY
2022-08-25,79.43,80.28,SBI_TTBUY
2022-08-26,79.45,80.30,SBI_TTBUY
2022-08-29,79.68,80.53,SBI_TTBUY
2022-08-30,79.10,79.95,SBI_TTBUY
2022-09-01,79.12,79.97,SBI_TTBUY
2022-09-02,79.23,80.08,SBI_TTBUY
2022-09-05,79.42,80.27,SBI_TTBUY
2022-09-06,79.40,80.25,SBI_TTBUY
2022-09-07,79.47,80.32,SBI_TTBUY
2022-09-09,79.26,80.11,SBI_TTBUY
2022-09-12,79.15,80.00,SBI_TTBUY
2022-09-13,78.90,79.75,SBI_TTBUY
2022-09-14,79.22,80.07,SBI_TTBUY
2022-09-15,79.10,79.95,SBI_TTBUY
2022-09-16,79.40,80.25,SBI_TTBUY
2022-09-19,79.27,80.12,SBI_TTBUY
2022-09-20,79.29,80.14,SBI_TTBUY
2022-09-21,79.41,80.26,SBI_TTBUY
2022-09-22,80.10,80.95,SBI_TTBUY
2022-09-23,80.50,81.35,SBI_TTBUY
2022-09-26,81.15,82.00,SBI_TTBUY
2022-09-27,81.09,81.94,SBI_TTBUY
2022-09-28,81.50,82.35,SBI_TTBUY
2022-09-29,81.40,82.25,SBI_TTBUY
2022-09-30,81.22,82.07,SBI_TTBUY
2022-10-01,81.20,82.05,SBI_TTBUY
2022-10-03,81.30,82.15,SBI_TTBUY
2022-10-04,81.25,82.10,SBI_TTBUY
2022-10-06,81.30,82.15,SBI_TTBUY
2022-10-07,82.00,82.85,SBI_TTBUY
2022-10-10,82.00,82.85,SBI_TTBUY
2022-10-11,82.00,82.85,SBI_TTBUY
2022-10-12,81.90,82.75,SBI_TTBUY
2022-10-13,81.90,82.75,SBI_TTBUY
2022-10-15,81.90,82.75,SBI_TTBUY
2022-10-17,81.93,82.78,SBI_TTBUY
2022-10-18,81.80,82.65,SBI_TTBUY
2022-10-19,82.50,83.35,SBI_TTBUY
2022-10-20,82.55,83.40,SBI_TTBUY
2022-10-21,82.25,83.10,SBI_TTBUY
2022-10-25,82.30,83.15,SBI_TTBUY
2022-10-27,81.90,82.75,SBI_TTBUY
2022-10-28,81.92,82.77,SBI_TTBUY
2022-10-29,81.95,82.80,SBI_TTBUY
2022-10-31,82.28,83.13,SBI_TTBUY
2022-11-01,82.33,83.18,SBI_TTBUY
2022-11-02,82.25,83.10,SBI_TTBUY
2022-11-03,82.50,83.35,SBI_TTBUY
2022-11-04,82.25,83.10,SBI_TTBUY
2022-11-05,81.70,82.55,SBI_TTBUY
2022-11-07,81.60,82.45,SBI_TTBUY
2022-11-09,80.90,81.75,SBI_TTBUY
2022-11-10,81.40,82.25,SBI_TTBUY
2022-11-11,80.48,81.33,SBI_TTBUY
2022-11-14,80.70,81.55,SBI_TTBUY
2022-11-15,80.70,81.55,SBI_TTBUY
2022-11-16,81.00,81.85,SBI_TTBUY
2022-11-17,81.08,81.93,SBI_TTBUY
2022-11-18,81.20,82.05,SBI_TTBUY
2022-11-19,81.20,82.05,SBI_TTBUY
2022-11-21,81.45,82.30,SBI_TTBUY
2022-11-22,81.35,82.20,SBI_TTBUY
2022-11-23,81.37,82.22,SBI_TTBUY
2022-11-24,81.30,82.15,SBI_TTBUY
2022-11-25,81.15,82.00,SBI_TTBUY
2022-11-28,81.28,82.13,SBI_TTBUY
2022-11-29,81.20,82.05,SBI_TTBUY
2022-11-30,81.24,82.09,SBI_TTBUY
2022-12-01,80.70,81.55,SBI_TTBUY
2022-12-02,80.74,81.59,SBI_TTBUY
2022-12-03,80.95,81.80,SBI_TTBUY
2022-12-05,81.30,82.15,SBI_TTBUY
2022-12-06,82.05,82.90,SBI_TTBUY
2022-12-07,82.30,83.15,SBI_TTBUY
2022-12-08,81.95,82.80,SBI_TTBUY
2022-12-09,81.90,82.75,SBI_TTBUY
2022-12-12,82.13,82.98,SBI_TTBUY
2022-12-13,82.25,83.10,SBI_TTBUY
2022-12-14,82.20,83.05,SBI_TTBUY
2022-12-15,82.22,83.07,SBI_TTBUY
2022-12-16,82.40,83.25,SBI_TTBUY
2022-12-17,82.30,83.15,SBI_TTBUY
2022-12-19,82.40,83.25,SBI_TTBUY
2022-12-20,82.27,83.12,SBI_TTBUY
2022-12-21,82.37,83.22,SBI_TTBUY
2022-12-22,82.37,83.22,SBI_TTBUY
2022-12-23,82.40,83.25,SBI_TTBUY
2022-12-26,82.37,83.22,SBI_TTBUY
2022-12-27,82.32,83.17,SBI_TTBUY
2022-12-28,82.44,83.29,SBI_TTBUY
2022-12-29,82.44,83.29,SBI_TTBUY
2022-12-30,82.36,83.21,SBI_TTBUY
2022-12-31,82.30,83.15,SBI_TTBUY
2023-01-02,82.25,83.10,SBI_TTBUY
2023-01-03,82.30,83.15,SBI_TTBUY
2023-01-04,82.35,83.20,SBI_TTBUY
2023-01-05,82.36,83.21,SBI_TTBUY
2023-01-06,82.15,83.00,SBI_TTBUY
2023-01-07,81.90,82.75,SBI_TTBUY
2023-01-09,81.90,82.75,SBI_TTBUY
2023-01-10,81.60,82.45,SBI_TTBUY
2023-01-11,81.26,82.11,SBI_TTBUY
2023-01-16,81.25,82.10,SBI_TTBUY
2023-01-17,81.38,82.23,SBI_TTBUY
2023-01-18,81.35,82.20,SBI_TTBUY
2023-01-19,80.97,81.82,SBI_TTBUY
2023-01-20,80.80,81.65,SBI_TTBUY
2023-01-23,81.00,81.85,SBI_TTBUY
2023-01-24,81.15,82.00,SBI_TTBUY
2023-01-25,81.20,82.05,SBI_TTBUY
2023-01-27,81.10,81.95,SBI_TTBUY
2023-01-30,81.25,82.10,SBI_TTBUY
2023-01-31,81.20,82.05,SBI_TTBUY
2023-02-01,81.38,82.23,SBI_TTBUY
2023-02-02,81.60,82.45,SBI_TTBUY
2023-02-03,81.40,82.25,SBI_TTBUY
2023-02-04,81.80,82.65,SBI_TTBUY
2023-02-06,82.25,83.10,SBI_TTBUY
2023-02-07,82.25,83.10,SBI_TTBUY
2023-02-09,82.18,83.03,SBI_TTBUY
2023-02-13,82.30,83.15,SBI_TTBUY
2023-02-15,82.50,83.35,SBI_TTBUY
2023-02-17,82.39,83.24,SBI_TTBUY
2023-02-20,82.30,83.15,SBI_TTBUY
2023-02-21,82.35,83.20,SBI_TTBUY
2023-02-22,82.42,83.27,SBI_TTBUY
2023-02-23,82.38,83.23,SBI_TTBUY
2023-02-24,82.28,83.13,SBI_TTBUY
2023-02-27,82.47,83.32,SBI_TTBUY
2023-02-28,82.30,83.15,SBI_TTBUY
2023-03-01,82.08,82.93,SBI_TTBUY
2023-03-02,82.17,83.02,SBI_TTBUY
2023-03-03,81.65,82.50,SBI_TTBUY
2023-03-04,81.40,82.25,SBI_TTBUY
2023-03-06,81.40,82.25,SBI_TTBUY
2023-03-08,81.65,82.50,SBI_TTBUY
2023-03-09,81.52,82.37,SBI_TTBUY
2023-03-10,81.73,82.58,SBI_TTBUY
2023-03-13,81.75,82.60,SBI_TTBUY
2023-03-14,81.86,82.71,SBI_TTBUY
2023-03-15,82.12,82.97,SBI_TTBUY
2023-03-16,82.37,83.22,SBI_TTBUY
2023-03-17,82.12,82.97,SBI_TTBUY
2023-03-20,82.25,83.10,SBI_TTBUY
2023-03-21,82.15,83.00,SBI_TTBUY
2023-03-23,81.75,82.60,SBI_TTBUY
2023-03-24,81.90,82.75,SBI_TTBUY
2023-03-27,81.96,82.81,SBI_TTBUY
2023-03-28,81.76,82.61,SBI_TTBUY
2023-03-29,81.85,82.70,SBI_TTBUY
2023-03-31,81.72,82.57,SBI_TTBUY
2023-04-03,82.00,82.90,SBI_TTBUY
2023-04-05,81.68,82.53,SBI_TTBUY
2023-04-06,81.54,82.39,SBI_TTBUY
2023-04-10,81.47,82.32,SBI_TTBUY
2023-04-11,81.56,82.41,SBI_TTBUY
2023-04-12,81.65,82.50,SBI_TTBUY
2023-04-13,81.60,82.45,SBI_TTBUY
2023-04-15,81.40,82.25,SBI_TTBUY
2023-04-17,81.49,82.34,SBI_TTBUY
2023-04-18,81.62,82.47,SBI_TTBUY
2023-04-19,81.70,82.55,SBI_TTBUY
2023-04-20,81.83,82.68,SBI_TTBUY
2023-04-21,81.72,82.57,SBI_TTBUY
2023-04-24,81.69,82.54,SBI_TTBUY
2023-04-25,81.48,82.33,SBI_TTBUY
2023-04-26,81.30,82.15,SBI_TTBUY
2023-04-27,81.31,82.16,SBI_TTBUY
2023-04-28,81.38,82.23,SBI_TTBUY
2023-04-29,81.35,82.20,SBI_TTBUY
2023-05-02,81.35,82.20,SBI_TTBUY
2023-05-03,81.38,82.23,SBI_TTBUY
2023-05-04,81.27,82.12,SBI_TTBUY
2023-05-06,81.30,82.15,SBI_TTBUY
2023-05-08,81.35,82.20,SBI_TTBUY
2023-05-09,81.70,82.55,SBI_TTBUY
2023-05-10,81.66,82.51,SBI_TTBUY
2023-05-11,81.56,82.41,SBI_TTBUY
2023-05-12,81.70,82.55,SBI_TTBUY
2023-05-15,81.82,82.67,SBI_TTBUY
2023-05-16,81.83,82.68,SBI_TTBUY
2023-05-17,81.90,82.75,SBI_TTBUY
2023-05-18,82.15,83.00,SBI_TTBUY
2023-05-19,82.31,83.16,SBI_TTBUY
2023-05-20,82.40,83.25,SBI_TTBUY
2023-05-22,82.39,83.24,SBI_TTBUY
2023-05-23,82.44,83.29,SBI_TTBUY
2023-05-24,82.43,83.28,SBI_TTBUY
2023-05-25,82.35,83.20,SBI_TTBUY
2023-05-26,82.33,83.18,SBI_TTBUY
2023-05-29,82.19,83.04,SBI_TTBUY
2023-05-30,82.26,83.11,SBI_TTBUY
2023-05-31,82.32,83.17,SBI_TTBUY
