# rbi_ref.csv - manual USD->INR override rates (date,rate), consumed by schedule_fa.load_simple_rates.
# ESTIMATES of SBI TT BUY. SBI ratekeeper (sbi_usd.csv, from 2020-01-06) OVERRIDES any overlap here.
# Derivations, all calibrated to SBI TT BUY on 2020-2026 overlaps:
#   1) 2010-01-01..2018-07-24  from BankWise.xls (SBI TT mid):   TT BUY = xls_mid - 0.425
#   2) 2018-07-25..2020-01-05  from ECB ref rate (frankfurter.app): TT BUY = ecb - 0.39
#   3) 2020-2021 SBI non-publish OUTAGES (>=3 consecutive business days, e.g. COVID Apr-Jun 2020,
#      Aug 2021) also from ECB: TT BUY = ecb - 0.39. Normal 1-2 day holidays are left to the
#      loader working-day rule (nearest prior published rate) and are NOT filled here.
#   (ECB->TTbuy offset: median SBI_TTbuy - ECB = -0.393 over 185 overlapping 2020 days.)
# ESTIMATES ONLY - for a filed return use the exact SBI TT BUY from SBI daily PDF for the date.
date,rate
2016-05-25,67.02
2016-05-26,66.86
2016-05-27,66.64
2016-05-30,66.91
2016-05-31,66.78
2016-06-01,66.93
2016-06-02,66.83
2016-06-03,66.82
2016-06-06,66.54
2016-06-07,66.41
2016-06-08,66.31
2016-06-09,66.2
2016-06-10,66.37
2016-06-13,66.65
2016-06-14,66.73
2016-06-15,66.73
2016-06-16,66.78
2016-06-17,66.74
2016-06-20,66.98
2016-06-21,67.05
2016-06-22,67.13
2016-06-23,66.95
2016-06-24,67.59
2016-06-27,67.48
2016-06-28,67.46
2016-06-29,67.32
2016-06-30,67.19
2016-07-01,67.02
2016-07-04,66.76
2016-07-05,66.98
2016-07-07,67.07
2016-07-08,67.03
2016-07-11,66.72
2016-07-12,66.72
2016-07-13,66.78
2016-07-14,66.49
2016-07-15,66.64
2016-07-18,66.68
2016-07-19,66.72
2016-07-20,66.75
2016-07-21,66.78
2016-07-22,66.71
2016-07-25,66.82
2016-07-26,66.94
2016-07-27,66.81
2016-07-28,66.63
2016-07-29,66.61
2016-08-01,66.32
2016-08-02,66.34
2016-08-03,66.51
2016-08-04,66.52
2016-08-05,66.39
2016-08-08,66.32
2016-08-09,66.54
2016-08-10,66.32
2016-08-11,66.43
2016-08-12,66.4
2016-08-16,66.47
2016-08-18,66.37
2016-08-19,66.5
2016-08-22,66.77
2016-08-23,66.66
2016-08-24,66.71
2016-08-25,66.66
2016-08-26,66.6
2016-08-29,66.76
2016-08-30,66.66
2016-08-31,66.56
2016-09-01,66.53
2016-09-02,66.42
2016-09-06,66.12
2016-09-07,65.94
2016-09-08,66.02
2016-09-09,66.12
2016-09-12,66.48
2016-09-14,66.54
2016-09-15,66.6
2016-09-16,66.46
2016-09-19,66.45
2016-09-20,66.59
2016-09-21,66.64
2016-09-22,66.42
2016-09-23,66.23
2016-09-26,66.28
2016-09-27,66.04
2016-09-28,66.02
2016-09-29,66.13
2016-09-30,66.23
2016-10-03,66.11
2016-10-04,66.13
2016-10-05,66.14
2016-10-06,66.21
2016-10-07,66.36
2016-10-10,66.16
2016-10-13,66.42
2016-10-14,66.42
2016-10-17,66.35
2016-10-18,66.3
2016-10-19,66.29
2016-10-20,66.32
2016-10-21,66.47
2016-10-24,66.44
2016-10-25,66.45
2016-10-26,66.34
2016-10-27,66.46
2016-10-28,66.43
2016-11-01,66.29
2016-11-02,66.4
2016-11-03,66.27
2016-11-04,66.3
2016-11-07,66.31
2016-11-08,66.28
2016-11-09,66.37
2016-11-10,66.0
2016-11-11,66.6
2016-11-15,67.29
2016-11-16,67.35
2016-11-17,67.49
2016-11-18,67.67
2016-11-21,67.83
2016-11-22,67.81
2016-11-23,68.05
2016-11-24,68.23
2016-11-25,68.04
2016-11-28,68.3
2016-11-29,68.23
2016-11-30,68.1
2016-12-01,67.95
2016-12-02,67.94
2016-12-05,67.75
2016-12-06,67.61
2016-12-07,67.45
2016-12-08,67.01
2016-12-09,67.16
2016-12-13,67.06
2016-12-14,67.14
2016-12-15,67.37
2016-12-16,67.35
2016-12-19,67.3
2016-12-20,67.47
2016-12-21,67.45
2016-12-22,67.49
2016-12-23,67.49
2016-12-26,67.41
2016-12-27,67.57
2016-12-28,67.8
2016-12-29,67.7
2016-12-30,67.53
2017-01-02,67.6
2017-01-03,67.66
2017-01-04,67.75
2017-01-05,67.36
2017-01-06,67.53
2017-01-09,67.76
2017-01-10,67.64
2017-01-11,67.8
2017-01-12,67.66
2017-01-13,67.81
2017-01-16,67.73
2017-01-17,67.63
2017-01-18,67.51
2017-01-19,67.75
2017-01-20,67.66
2017-01-23,67.66
2017-01-24,67.73
2017-01-25,67.73
2017-01-27,67.78
2017-01-30,67.62
2017-01-31,67.39
2017-02-01,67.22
2017-02-02,67.02
2017-02-03,66.96
2017-02-06,66.77
2017-02-07,66.94
2017-02-08,66.88
2017-02-09,66.59
2017-02-10,66.51
2017-02-13,66.54
2017-02-14,66.52
2017-02-15,66.49
2017-02-16,66.52
2017-02-17,66.62
2017-02-20,66.55
2017-02-22,66.54
2017-02-23,66.41
2017-02-27,66.3
2017-02-28,66.31
2017-03-01,66.42
2017-03-02,66.32
2017-03-03,66.41
2017-03-06,66.33
2017-03-07,66.21
2017-03-08,66.21
2017-03-09,66.35
2017-03-10,66.26
2017-03-14,65.76
2017-03-15,65.09
2017-03-16,64.96
2017-03-17,65.12
2017-03-20,64.96
2017-03-21,64.89
2017-03-22,65.06
2017-03-23,65.0
2017-03-24,65.03
2017-03-27,64.66
2017-03-29,64.53
2017-03-30,64.51
2017-03-31,64.41
2017-04-03,64.49
2017-04-05,64.62
2017-04-06,64.55
2017-04-07,63.97
2017-04-10,64.02
2017-04-11,64.12
2017-04-12,64.27
2017-04-13,63.89
2017-04-17,63.98
2017-04-18,64.14
2017-04-19,64.12
2017-04-20,64.21
2017-04-21,64.15
2017-04-24,64.05
2017-04-25,63.85
2017-04-26,63.58
2017-04-27,63.69
2017-04-28,63.79
2017-05-02,63.78
2017-05-03,63.72
2017-05-04,63.79
2017-05-05,63.88
2017-05-08,63.79
2017-05-09,64.08
2017-05-11,64.01
2017-05-12,63.88
2017-05-15,63.69
2017-05-16,63.65
2017-05-17,63.6
2017-05-18,63.92
2017-05-19,64.57
2017-05-22,64.14
2017-05-23,64.35
2017-05-24,64.43
2017-05-25,64.08
2017-05-26,64.17
2017-05-29,64.13
2017-05-30,64.21
2017-05-31,64.12
2017-06-01,64.05
2017-06-02,64.0
2017-06-05,63.92
2017-06-06,63.93
2017-06-07,64.03
2017-06-08,63.93
2017-06-09,63.83
2017-06-12,63.92
2017-06-13,64.02
2017-06-14,63.89
2017-06-15,63.86
2017-06-16,64.16
2017-06-19,63.95
2017-06-20,64.04
2017-06-21,64.18
2017-06-22,64.07
2017-06-23,64.11
2017-06-27,64.03
2017-06-28,64.1
2017-06-29,64.05
2017-06-30,64.31
2017-07-03,64.33
2017-07-04,64.39
2017-07-05,64.3
2017-07-06,64.35
2017-07-07,64.31
2017-07-10,64.12
2017-07-11,64.08
2017-07-12,64.07
2017-07-13,64.01
2017-07-14,64.03
2017-07-17,63.94
2017-07-18,63.91
2017-07-19,63.9
2017-07-20,64.0
2017-07-21,63.89
2017-07-24,64.02
2017-07-25,63.93
2017-07-26,64.0
2017-07-27,63.7
2017-07-28,63.72
2017-07-31,63.65
2017-08-01,63.64
2017-08-02,63.64
2017-08-03,63.21
2017-08-04,63.28
2017-08-07,63.31
2017-08-08,63.31
2017-08-09,63.32
2017-08-10,63.52
2017-08-11,63.74
2017-08-14,63.6
2017-08-16,63.82
2017-08-18,63.68
2017-08-21,63.6
2017-08-22,63.68
2017-08-23,63.7
2017-08-24,63.64
2017-08-28,63.45
2017-08-29,63.59
2017-08-30,63.52
2017-08-31,63.59
2017-09-01,63.56
2017-09-04,63.62
2017-09-05,63.69
2017-09-06,63.79
2017-09-07,63.6
2017-09-08,63.44
2017-09-11,63.46
2017-09-12,63.52
2017-09-13,63.56
2017-09-14,63.64
2017-09-15,63.65
2017-09-18,63.61
2017-09-19,63.75
2017-09-20,63.94
2017-09-21,64.1
2017-09-22,64.53
2017-09-25,64.41
2017-09-26,64.91
2017-09-27,65.27
2017-09-28,65.34
2017-09-29,64.93
2017-10-03,65.13
2017-10-04,64.86
2017-10-05,64.75
2017-10-06,64.8
2017-10-09,64.88
2017-10-10,64.84
2017-10-11,64.84
2017-10-12,64.68
2017-10-13,64.51
2017-10-16,64.34
2017-10-17,64.5
2017-10-18,64.64
2017-10-23,64.6
2017-10-24,64.5
2017-10-25,64.71
2017-10-26,64.36
2017-10-27,64.67
2017-10-30,64.51
2017-10-31,64.35
2017-11-01,64.1
2017-11-02,64.17
2017-11-03,64.15
2017-11-06,64.3
2017-11-07,64.38
2017-11-08,64.63
2017-11-09,64.47
2017-11-10,64.59
2017-11-13,65.0
2017-11-14,65.09
2017-11-15,64.94
2017-11-16,64.87
2017-11-17,64.42
2017-11-20,64.63
2017-11-21,64.61
2017-11-22,64.32
2017-11-23,64.37
2017-11-24,64.31
2017-11-27,64.27
2017-11-28,64.0
2017-11-29,63.98
2017-11-30,64.01
2017-12-04,63.95
2017-12-05,63.95
2017-12-06,64.02
2017-12-07,64.11
2017-12-08,64.04
2017-12-11,63.94
2017-12-12,64.06
2017-12-13,64.03
2017-12-14,63.85
2017-12-15,63.67
2017-12-18,63.68
2017-12-19,63.7
2017-12-20,63.63
2017-12-21,63.66
2017-12-22,63.62
2017-12-26,63.63
2017-12-27,63.73
2017-12-28,63.75
2017-12-29,63.5
2018-01-01,63.24
2018-01-02,63.25
2018-01-03,63.06
2018-01-04,62.97
2018-01-05,62.96
2018-01-08,62.92
2018-01-09,63.04
2018-01-10,63.4
2018-01-11,63.31
2018-01-12,63.1
2018-01-15,62.99
2018-01-16,63.34
2018-01-17,63.55
2018-01-18,63.42
2018-01-19,63.29
2018-01-22,63.46
2018-01-23,63.35
2018-01-24,63.22
2018-01-25,63.07
2018-01-29,63.12
2018-01-30,63.33
2018-01-31,63.26
2018-02-01,63.19
2018-02-02,63.65
2018-02-05,63.6
2018-02-06,63.85
2018-02-07,63.71
2018-02-08,63.74
2018-02-09,63.94
2018-02-12,63.86
2018-02-14,63.7
2018-02-15,63.5
2018-02-16,63.48
2018-02-20,64.1
2018-02-21,64.39
2018-02-22,64.62
2018-02-23,64.4
2018-02-26,64.24
2018-02-27,64.43
2018-02-28,64.68
2018-03-01,64.8
2018-03-05,64.63
2018-03-06,64.57
2018-03-07,64.54
2018-03-08,64.5
2018-03-09,64.65
2018-03-12,64.59
2018-03-13,64.53
2018-03-14,64.56
2018-03-15,64.51
2018-03-16,64.45
2018-03-19,64.61
2018-03-20,64.77
2018-03-21,64.79
2018-03-22,64.64
2018-03-23,64.71
2018-03-26,64.48
2018-03-27,64.37
2018-03-28,64.62
2018-04-03,64.6
2018-04-04,64.6
2018-04-05,64.64
2018-04-06,64.56
2018-04-09,64.5
2018-04-10,64.51
2018-04-11,64.7
2018-04-12,64.92
2018-04-13,64.8
2018-04-16,65.02
2018-04-17,65.19
2018-04-18,65.26
2018-04-19,65.36
2018-04-20,65.59
2018-04-23,65.79
2018-04-24,65.94
2018-04-25,66.27
2018-04-26,66.4
2018-04-27,66.36
2018-05-02,66.24
2018-05-03,66.18
2018-05-04,66.34
2018-05-07,66.68
2018-05-08,66.66
2018-05-09,66.96
2018-05-10,66.95
2018-05-11,66.8
2018-05-14,66.89
2018-05-15,67.1
2018-05-16,67.4
2018-05-17,67.29
2018-05-18,67.53
2018-05-21,67.66
2018-05-22,67.59
2018-05-23,67.79
2018-05-24,67.96
2018-05-25,67.84
2018-05-28,67.02
2018-05-29,67.4
2018-05-30,67.2
2018-05-31,67.03
2018-06-01,66.76
2018-06-04,66.63
2018-06-05,66.75
2018-06-06,66.61
2018-06-07,66.59
2018-06-08,67.1
2018-06-11,66.91
2018-06-12,67.03
2018-06-13,67.2
2018-06-14,67.26
2018-06-15,67.55
2018-06-18,67.6
2018-06-19,67.73
2018-06-20,67.66
2018-06-21,67.77
2018-06-22,67.34
2018-06-25,67.72
2018-06-26,67.74
2018-06-27,68.1
2018-06-28,68.51
2018-06-29,68.15
2018-07-02,68.2
2018-07-03,68.27
2018-07-04,68.11
2018-07-05,68.33
2018-07-06,68.45
2018-07-09,68.23
2018-07-24,68.63
2018-07-25,68.35
2018-07-26,68.28
2018-07-27,68.3
2018-07-30,68.25
2018-07-31,68.15
2018-08-01,67.98
2018-08-02,68.3
2018-08-03,68.23
2018-08-06,68.47
2018-08-07,68.29
2018-08-08,68.23
2018-08-09,68.26
2018-08-10,68.44
2018-08-13,69.63
2018-08-14,69.51
2018-08-15,69.54
2018-08-16,69.8
2018-08-17,69.77
2018-08-20,69.44
2018-08-21,69.42
2018-08-22,69.5
2018-08-23,69.72
2018-08-24,69.52
2018-08-27,69.77
2018-08-28,69.72
2018-08-29,70.23
2018-08-30,70.36
2018-08-31,70.61
2018-09-03,70.82
2018-09-04,71.2
2018-09-05,71.36
2018-09-06,71.57
2018-09-07,71.34
2018-09-10,72.07
2018-09-11,72.27
2018-09-12,71.83
2018-09-13,71.64
2018-09-14,71.43
2018-09-17,72.13
2018-09-18,72.59
2018-09-19,71.99
2018-09-20,71.62
2018-09-21,71.8
2018-09-24,72.29
2018-09-25,72.3
2018-09-26,72.22
2018-09-27,72.2
2018-09-28,72.11
2018-10-01,72.52
2018-10-02,72.99
2018-10-03,72.97
2018-10-04,73.19
2018-10-05,73.38
2018-10-08,73.67
2018-10-09,74.01
2018-10-10,73.84
2018-10-11,73.7
2018-10-12,73.17
2018-10-15,73.41
2018-10-16,73.07
2018-10-17,73.23
2018-10-18,73.21
2018-10-19,72.95
2018-10-22,73.17
2018-10-23,73.18
2018-10-24,72.78
2018-10-25,72.88
2018-10-26,73.07
2018-10-29,73.03
2018-10-30,73.24
2018-10-31,73.59
2018-11-01,73.06
2018-11-02,72.05
2018-11-05,72.69
2018-11-06,72.57
2018-11-07,72.11
2018-11-08,72.02
2018-11-09,72.11
2018-11-12,72.5
2018-11-13,72.29
2018-11-14,71.91
2018-11-15,71.59
2018-11-16,71.5
2018-11-19,71.27
2018-11-20,71.1
2018-11-21,70.91
2018-11-22,70.29
2018-11-23,70.26
2018-11-26,70.49
2018-11-27,70.37
2018-11-28,70.19
2018-11-29,69.46
2018-11-30,69.23
2018-12-03,70.02
2018-12-04,70.14
2018-12-05,70.13
2018-12-06,70.53
2018-12-07,70.41
2018-12-10,72.02
2018-12-11,71.51
2018-12-12,71.61
2018-12-13,71.22
2018-12-14,71.58
2018-12-17,71.22
2018-12-18,70.15
2018-12-19,69.86
2018-12-20,69.43
2018-12-21,69.73
2018-12-24,69.75
2018-12-27,69.88
2018-12-28,69.66
2018-12-31,69.24
2019-01-02,69.79
2019-01-03,69.76
2019-01-04,69.27
2019-01-07,69.24
2019-01-08,69.75
2019-01-09,70.01
2019-01-10,70.0
2019-01-11,70.15
2019-01-14,70.44
2019-01-15,70.72
2019-01-16,70.74
2019-01-17,70.67
2019-01-18,70.73
2019-01-21,70.84
2019-01-22,71.0
2019-01-23,70.91
2019-01-24,70.73
2019-01-25,70.67
2019-01-28,70.75
2019-01-29,70.8
2019-01-30,70.79
2019-01-31,70.72
2019-02-01,70.89
2019-02-04,71.42
2019-02-05,71.25
2019-02-06,71.18
2019-02-07,71.09
2019-02-08,70.89
2019-02-11,70.75
2019-02-12,70.25
2019-02-13,70.44
2019-02-14,70.78
2019-02-15,70.98
2019-02-18,71.01
2019-02-19,71.06
2019-02-20,70.76
2019-02-21,70.72
2019-02-22,70.74
2019-02-25,70.53
2019-02-26,70.78
2019-02-27,70.89
2019-02-28,70.47
2019-03-01,70.5
2019-03-04,70.49
2019-03-05,70.17
2019-03-06,69.87
2019-03-07,69.6
2019-03-08,69.77
2019-03-11,69.47
2019-03-12,69.25
2019-03-13,69.2
2019-03-14,69.09
2019-03-15,68.65
2019-03-18,68.15
2019-03-19,68.59
2019-03-20,68.43
2019-03-21,68.17
2019-03-22,68.59
2019-03-25,68.53
2019-03-26,68.47
2019-03-27,68.75
2019-03-28,68.94
2019-03-29,68.79
2019-04-01,68.93
2019-04-02,68.36
2019-04-03,68.03
2019-04-04,68.77
2019-04-05,68.86
2019-04-08,69.25
2019-04-09,68.94
2019-04-10,68.76
2019-04-11,68.58
2019-04-12,68.77
2019-04-15,69.03
2019-04-16,69.18
2019-04-17,69.03
2019-04-18,69.0
2019-04-23,69.25
2019-04-24,69.46
2019-04-25,69.9
2019-04-26,69.63
2019-04-29,69.44
2019-04-30,69.2
2019-05-02,68.98
2019-05-03,68.87
2019-05-06,69.02
2019-05-07,69.02
2019-05-08,69.31
2019-05-09,69.6
2019-05-10,69.61
2019-05-13,70.17
2019-05-14,70.02
2019-05-15,69.97
2019-05-16,69.65
2019-05-17,69.81
2019-05-20,69.27
2019-05-21,69.3
2019-05-22,69.31
2019-05-23,69.56
2019-05-24,69.16
2019-05-27,69.14
2019-05-28,69.22
2019-05-29,69.43
2019-05-30,69.5
2019-05-31,69.33
2019-06-03,68.87
2019-06-04,68.87
2019-06-05,68.94
2019-06-06,68.86
2019-06-07,69.1
2019-06-10,69.2
2019-06-11,69.06
2019-06-12,68.93
2019-06-13,69.12
2019-06-14,69.39
2019-06-17,69.56
2019-06-18,69.33
2019-06-19,69.28
2019-06-20,69.04
2019-06-21,69.16
2019-06-24,69.02
2019-06-25,68.96
2019-06-26,68.76
2019-06-27,68.71
2019-06-28,68.61
2019-07-01,68.55
2019-07-02,68.57
2019-07-03,68.45
2019-07-04,68.12
2019-07-05,68.09
2019-07-08,68.17
2019-07-09,68.13
2019-07-10,68.19
2019-07-11,67.97
2019-07-12,68.25
2019-07-15,68.13
2019-07-16,68.3
2019-07-17,68.48
2019-07-18,68.51
2019-07-19,68.43
2019-07-22,68.54
2019-07-23,68.54
2019-07-24,68.58
2019-07-25,68.59
2019-07-26,68.51
2019-07-29,68.39
2019-07-30,68.43
2019-07-31,68.39
2019-08-01,68.72
2019-08-02,69.25
2019-08-05,70.4
2019-08-06,70.42
2019-08-07,70.49
2019-08-08,70.35
2019-08-09,70.42
2019-08-12,70.85
2019-08-13,71.07
2019-08-14,70.89
2019-08-15,70.93
2019-08-16,70.76
2019-08-19,71.01
2019-08-20,71.33
2019-08-21,71.17
2019-08-22,71.42
2019-08-23,71.28
2019-08-26,71.63
2019-08-27,71.14
2019-08-28,71.42
2019-08-29,71.27
2019-08-30,71.05
2019-09-02,71.54
2019-09-03,72.02
2019-09-04,71.66
2019-09-05,71.42
2019-09-06,71.33
2019-09-09,71.29
2019-09-10,71.51
2019-09-11,71.29
2019-09-12,70.76
2019-09-13,70.57
2019-09-16,71.21
2019-09-17,71.39
2019-09-18,70.82
2019-09-19,70.93
2019-09-20,70.59
2019-09-23,70.56
2019-09-24,70.56
2019-09-25,70.66
2019-09-26,70.52
2019-09-27,70.09
2019-09-30,70.47
2019-10-01,70.72
2019-10-02,70.85
2019-10-03,70.58
2019-10-04,70.51
2019-10-07,70.6
2019-10-08,70.74
2019-10-09,70.67
2019-10-10,70.65
2019-10-11,70.69
2019-10-14,70.8
2019-10-15,71.11
2019-10-16,71.05
2019-10-17,70.77
2019-10-18,70.75
2019-10-21,70.47
2019-10-22,70.52
2019-10-23,70.48
2019-10-24,70.62
2019-10-25,70.51
2019-10-28,70.36
2019-10-29,70.47
2019-10-30,70.54
2019-10-31,70.54
2019-11-01,70.37
2019-11-04,70.34
2019-11-05,70.3
2019-11-06,70.56
2019-11-07,70.52
2019-11-08,70.89
2019-11-11,71.15
2019-11-12,71.3
2019-11-13,71.68
2019-11-14,71.54
2019-11-15,71.36
2019-11-18,71.42
2019-11-19,71.29
2019-11-20,71.43
2019-11-21,71.35
2019-11-22,71.3
2019-11-25,71.32
2019-11-26,71.13
2019-11-27,70.96
2019-11-28,71.22
2019-11-29,71.26
2019-12-02,71.26
2019-12-03,71.36
2019-12-04,71.14
2019-12-05,70.84
2019-12-06,70.86
2019-12-09,70.68
2019-12-10,70.53
2019-12-11,70.41
2019-12-12,70.49
2019-12-13,70.36
2019-12-16,70.58
2019-12-17,70.57
2019-12-18,70.59
2019-12-19,70.7
2019-12-20,70.8
2019-12-23,70.89
2019-12-24,70.87
2019-12-27,71.01
2019-12-30,70.94
2019-12-31,70.99
2020-01-02,71.0
2020-01-03,71.39
2020-03-09,73.77
2020-03-10,73.45
2020-03-11,73.29
2020-04-01,76.05
2020-04-02,76.02
2020-04-03,75.85
2020-04-06,75.7
2020-04-07,75.17
2020-04-08,75.84
2020-04-09,75.92
2020-04-14,75.77
2020-04-15,76.11
2020-04-16,76.48
2020-04-17,76.09
2020-04-21,76.55
2020-04-22,76.14
2020-04-23,75.68
2020-04-24,75.88
2020-04-27,75.74
2020-04-28,75.48
2020-05-04,75.27
2020-05-05,75.36
2020-05-06,75.47
2020-05-07,75.44
2020-05-08,75.2
2020-05-11,75.46
2020-05-13,74.9
2020-05-14,75.21
2020-05-15,75.54
2020-05-18,75.44
2020-05-19,75.27
2020-05-20,75.23
2020-05-21,75.11
2020-05-22,75.48
2020-05-25,75.5
2020-05-26,75.17
2020-05-27,75.34
2020-05-28,75.37
2020-05-29,75.13
2020-06-01,75.12
2020-08-17,74.44
2020-08-18,74.26
2020-08-19,74.46
2020-08-20,74.71
2020-08-21,74.55
2020-08-24,73.7
2020-10-19,72.92
2020-10-20,73.15
2020-10-21,73.33
2021-01-04,72.63
2021-01-05,72.85
2021-02-11,72.39
2021-02-12,72.19
2021-02-15,72.22
2021-02-16,72.43
2021-04-01,73.02
2021-04-06,73.01
2021-07-27,74.05
2021-07-28,74.0
2021-07-29,73.87
2021-07-30,73.94
2021-08-02,73.98
2021-08-03,73.84
2021-08-04,73.77
2021-08-05,73.73
2021-08-06,73.72
2021-08-09,73.86
2021-08-10,73.99
2021-08-11,73.99
2021-08-12,73.82
2021-08-13,73.87
2021-08-16,73.83
2021-08-17,73.92
2021-09-06,72.7
2021-09-07,73.08
2021-09-08,73.18
2021-09-14,73.28
2021-09-15,73.07
2021-09-16,73.12
2021-10-15,74.57
2021-10-18,74.94
2021-10-19,74.69
